ComboID,Sugar,Ice,Size,Shots,Notes
14426,150%,200%,Small,1,test
14427,200%,150%,Large,2,test
14428,200%,100%,Medium,3,test
14429,100%,100%,Small,3,test
14430,100%,150%,Small,0,test
14431,0%,0%,Large,1,test
14432,100%,25%,Large,1,test
14433,25%,100%,Small,2,test
14434,100%,200%,Small,1,test
14435,200%,150%,Small,3,test
14436,200%,150%,Medium,1,test
14437,100%,25%,Medium,5,test
14438,50%,150%,Large,1,test
14439,200%,50%,Large,4,test
14440,100%,150%,Large,4,test
14441,25%,150%,Medium,0,test
14442,150%,50%,Large,1,test
14443,200%,100%,Medium,4,test
14444,0%,50%,Medium,2,test
14445,150%,100%,Medium,1,test
14446,25%,0%,Small,5,test
14447,50%,150%,Small,4,test
14448,200%,100%,Small,5,test
14449,50%,100%,Medium,2,test
14450,100%,25%,Medium,2,test
14451,200%,25%,Medium,3,test
14452,200%,200%,Small,3,test
14453,50%,25%,Large,3,test
14454,150%,200%,Medium,1,test
14455,150%,0%,Large,2,test
14456,200%,25%,Large,0,test
14457,50%,50%,Small,0,test
14458,0%,200%,Large,2,test
14459,100%,25%,Large,3,test
14460,0%,150%,Medium,5,test
14461,150%,150%,Medium,0,test
14462,50%,150%,Large,0,test
14463,100%,0%,Small,2,test
14464,25%,50%,Large,5,test
14465,100%,50%,Medium,2,test
14466,25%,25%,Medium,1,test
14467,25%,100%,Large,4,test
14468,50%,100%,Medium,5,test
14469,50%,100%,Small,4,test
14470,100%,25%,Small,3,test
14471,150%,25%,Medium,2,test
14472,200%,0%,Large,4,test
14473,0%,0%,Medium,1,test
14474,150%,100%,Medium,4,test
14475,0%,100%,Medium,2,test
14476,0%,200%,Large,1,test
14477,0%,50%,Large,5,test
14478,50%,50%,Medium,5,test
14479,25%,200%,Large,4,test
14480,150%,25%,Large,5,test
14481,150%,100%,Small,3,test
14482,100%,100%,Small,4,test
14483,100%,100%,Small,0,test
14484,100%,150%,Medium,2,test
14485,100%,25%,Medium,2,test
14486,100%,100%,Small,4,test
14487,0%,25%,Medium,2,test
14488,100%,25%,Large,2,test
14489,100%,100%,Small,2,test
14490,50%,200%,Large,0,test
14491,200%,25%,Large,4,test
14492,0%,200%,Medium,0,test
14493,50%,0%,Small,1,test
14494,25%,200%,Small,5,test
14495,100%,100%,Small,4,test
14496,50%,50%,Small,1,test
14497,0%,0%,Large,1,test
14498,0%,50%,Small,2,test
14499,150%,25%,Small,3,test
14500,150%,150%,Medium,5,test
14501,50%,100%,Small,1,test
14502,200%,50%,Medium,5,test
14503,0%,100%,Small,5,test
14504,50%,0%,Medium,1,test
14505,100%,50%,Small,3,test
14506,150%,200%,Medium,0,test
14507,50%,100%,Medium,1,test
14508,100%,25%,Large,0,test
14509,25%,50%,Medium,5,test
14510,25%,200%,Medium,4,test
14511,0%,25%,Medium,0,test
14512,100%,25%,Medium,3,test
14513,0%,100%,Medium,5,test
14514,200%,200%,Small,0,test
14515,100%,50%,Large,1,test
14516,150%,100%,Large,1,test
14517,50%,25%,Small,4,test
14518,50%,200%,Small,2,test
14519,50%,0%,Medium,5,test
14520,150%,200%,Medium,5,test
14521,0%,100%,Medium,3,test
14522,50%,50%,Large,5,test
14523,150%,0%,Small,0,test
14524,50%,200%,Small,5,test
14525,150%,200%,Small,1,test
14526,150%,150%,Large,1,test
14527,50%,150%,Medium,2,test
14528,150%,50%,Large,2,test
14529,100%,0%,Medium,0,test
14530,100%,100%,Large,0,test
14531,100%,25%,Small,2,test
14532,200%,0%,Medium,0,test
14533,25%,100%,Small,5,test
14534,150%,200%,Medium,0,test
14535,200%,200%,Medium,3,test
14536,0%,25%,Medium,4,test
14537,25%,25%,Large,1,test
14538,100%,25%,Small,0,test
14539,150%,150%,Medium,1,test
14540,50%,50%,Large,2,test
14541,150%,100%,Small,0,test
14542,25%,25%,Medium,2,test
14543,0%,0%,Large,3,test
14544,0%,0%,Medium,1,test
14545,200%,50%,Medium,3,test
14546,150%,50%,Small,4,test
14547,0%,150%,Large,5,test
14548,150%,25%,Small,5,test
14549,100%,200%,Small,1,test
14550,0%,25%,Small,3,test
14551,25%,50%,Large,0,test
14552,100%,25%,Small,4,test
14553,200%,25%,Large,5,test
14554,50%,0%,Large,3,test
14555,100%,100%,Medium,0,test
14556,100%,25%,Small,0,test
14557,25%,200%,Small,3,test
14558,100%,50%,Large,3,test
14559,25%,100%,Large,1,test
14560,150%,150%,Small,4,test
14561,100%,0%,Medium,3,test
14562,200%,50%,Small,4,test
14563,200%,50%,Medium,1,test
14564,50%,0%,Small,1,test
14565,50%,150%,Large,4,test
14566,50%,100%,Large,2,test
14567,100%,150%,Small,0,test
14568,100%,25%,Small,5,test
14569,200%,25%,Large,1,test
14570,200%,100%,Small,5,test
14571,150%,200%,Small,4,test
14572,50%,100%,Large,3,test
14573,25%,50%,Small,1,test
14574,50%,100%,Large,3,test
14575,0%,0%,Medium,1,test
14576,150%,200%,Large,0,test
14577,25%,25%,Large,3,test
14578,0%,150%,Small,5,test
14579,200%,25%,Small,3,test
14580,0%,100%,Large,0,test
14581,100%,100%,Small,1,test
14582,100%,100%,Small,4,test
14583,150%,50%,Medium,5,test
14584,25%,150%,Small,1,test
14585,150%,25%,Large,5,test
14586,200%,150%,Medium,5,test
14587,50%,25%,Small,1,test
14588,50%,100%,Large,2,test
14589,0%,0%,Medium,2,test
14590,200%,25%,Large,1,test
14591,100%,25%,Medium,5,test
14592,100%,150%,Large,3,test
14593,0%,100%,Large,1,test
14594,50%,200%,Small,5,test
14595,150%,100%,Large,0,test
14596,0%,25%,Small,1,test
14597,50%,150%,Medium,2,test
14598,150%,50%,Medium,2,test
14599,25%,150%,Large,1,test
14600,200%,0%,Large,0,test
14601,100%,25%,Medium,1,test
14602,200%,150%,Medium,4,test
14603,150%,100%,Small,5,test
14604,100%,100%,Medium,1,test
14605,50%,150%,Small,3,test
14606,25%,100%,Medium,0,test
14607,50%,200%,Small,5,test
14608,25%,25%,Large,3,test
14609,50%,25%,Large,0,test
14610,150%,150%,Small,2,test
14611,0%,150%,Medium,2,test
14612,25%,100%,Medium,0,test
14613,25%,200%,Medium,4,test
14614,100%,150%,Medium,3,test
14615,25%,0%,Medium,5,test
14616,50%,200%,Medium,2,test
14617,50%,0%,Small,2,test
14618,150%,50%,Large,5,test
14619,150%,150%,Large,3,test
14620,100%,50%,Large,0,test
14621,0%,200%,Medium,2,test
14622,150%,0%,Medium,2,test
14623,200%,100%,Medium,5,test
14624,25%,100%,Small,2,test
14625,50%,200%,Large,3,test
14626,150%,50%,Large,2,test
14627,200%,25%,Large,1,test
14628,200%,200%,Small,5,test
14629,200%,0%,Medium,4,test
14630,100%,0%,Large,0,test
14631,100%,200%,Medium,3,test
14632,100%,25%,Small,1,test
14633,0%,150%,Medium,5,test
14634,50%,150%,Medium,1,test
14635,50%,200%,Medium,3,test
14636,50%,0%,Medium,1,test
14637,0%,50%,Small,5,test
14638,100%,100%,Medium,0,test
14639,100%,50%,Large,4,test
14640,25%,50%,Medium,0,test
14641,25%,200%,Medium,3,test
14642,0%,0%,Small,0,test
14643,150%,200%,Small,5,test
14644,25%,50%,Large,1,test
14645,25%,100%,Large,1,test
14646,100%,150%,Small,0,test
14647,100%,150%,Large,0,test
14648,25%,0%,Large,1,test
14649,50%,150%,Small,0,test
14650,50%,0%,Medium,5,test
14651,100%,200%,Large,0,test
14652,100%,100%,Medium,4,test
14653,200%,150%,Large,2,test
14654,0%,150%,Large,1,test
14655,200%,0%,Large,4,test
14656,50%,200%,Small,0,test
14657,100%,50%,Small,5,test
14658,25%,150%,Large,3,test
14659,25%,150%,Medium,4,test
14660,50%,150%,Small,2,test
14661,150%,150%,Large,1,test
14662,50%,150%,Medium,5,test
14663,200%,25%,Large,0,test
14664,100%,150%,Medium,4,test
14665,100%,50%,Medium,2,test
14666,50%,100%,Medium,2,test
14667,200%,100%,Small,2,test
14668,25%,100%,Large,4,test
14669,100%,25%,Large,1,test
14670,25%,25%,Medium,2,test
14671,100%,50%,Small,2,test
14672,150%,50%,Medium,4,test
14673,200%,150%,Large,3,test
14674,25%,0%,Small,4,test
14675,0%,150%,Small,2,test
14676,25%,25%,Small,1,test
14677,0%,100%,Medium,2,test
14678,100%,150%,Small,1,test
14679,50%,0%,Medium,2,test
14680,100%,0%,Medium,3,test
14681,200%,25%,Large,5,test
14682,150%,200%,Medium,0,test
14683,25%,150%,Medium,0,test
14684,0%,0%,Medium,1,test
14685,0%,25%,Medium,0,test
14686,150%,150%,Small,3,test
14687,150%,150%,Small,0,test
14688,25%,0%,Small,3,test
14689,100%,200%,Small,4,test
14690,0%,100%,Large,5,test
14691,25%,150%,Small,4,test
14692,100%,25%,Medium,0,test
14693,150%,0%,Medium,0,test
14694,25%,25%,Large,0,test
14695,150%,150%,Small,0,test
14696,100%,200%,Large,5,test
14697,100%,100%,Medium,1,test
14698,200%,0%,Large,5,test
14699,200%,25%,Medium,0,test
14700,200%,50%,Small,0,test
14701,25%,150%,Medium,5,test
14702,200%,200%,Large,1,test
14703,150%,100%,Large,2,test
14704,0%,50%,Medium,2,test
14705,100%,150%,Small,4,test
14706,50%,200%,Large,4,test
14707,50%,25%,Small,0,test
14708,25%,100%,Small,3,test
14709,25%,200%,Small,3,test
14710,25%,100%,Large,1,test
14711,25%,200%,Medium,2,test
14712,50%,0%,Large,4,test
14713,25%,50%,Medium,3,test
14714,200%,0%,Medium,1,test
14715,0%,0%,Medium,2,test
14716,200%,100%,Medium,2,test
14717,0%,100%,Large,5,test
14718,0%,150%,Medium,5,test
14719,0%,25%,Large,4,test
14720,0%,50%,Large,3,test
14721,200%,50%,Small,0,test
14722,50%,200%,Small,5,test
14723,0%,25%,Medium,3,test
14724,100%,50%,Medium,1,test
14725,100%,100%,Medium,3,test
14726,150%,25%,Medium,0,test
14727,100%,50%,Small,1,test
14728,150%,50%,Medium,4,test
14729,50%,25%,Medium,3,test
14730,50%,0%,Medium,0,test
14731,200%,25%,Medium,2,test
14732,0%,0%,Small,4,test
14733,150%,100%,Large,5,test
14734,0%,50%,Small,0,test
14735,200%,100%,Large,1,test
14736,25%,25%,Medium,3,test
14737,100%,150%,Large,3,test
14738,0%,100%,Medium,4,test
14739,25%,150%,Medium,1,test
14740,200%,200%,Small,0,test
14741,200%,25%,Small,4,test
14742,25%,150%,Small,2,test
14743,0%,200%,Small,1,test
14744,200%,50%,Large,4,test
14745,25%,100%,Small,3,test
14746,50%,100%,Small,5,test
14747,150%,150%,Medium,3,test
14748,100%,150%,Medium,5,test
14749,50%,25%,Large,4,test
14750,100%,200%,Medium,1,test
14751,50%,100%,Small,2,test
14752,25%,25%,Large,0,test
14753,200%,200%,Small,3,test
14754,200%,100%,Medium,3,test
14755,150%,100%,Large,3,test
14756,0%,25%,Large,2,test
14757,25%,150%,Medium,2,test
14758,100%,50%,Large,0,test
14759,50%,200%,Large,1,test
14760,150%,200%,Large,5,test
14761,0%,100%,Medium,4,test
14762,200%,150%,Large,3,test
14763,0%,0%,Medium,5,test
14764,150%,150%,Large,2,test
14765,50%,200%,Medium,4,test
14766,200%,0%,Large,4,test
14767,100%,0%,Medium,5,test
14768,0%,0%,Small,3,test
14769,50%,50%,Medium,0,test
14770,25%,100%,Small,5,test
14771,0%,0%,Large,4,test
14772,200%,100%,Medium,3,test
14773,150%,50%,Large,0,test
14774,50%,0%,Medium,3,test
14775,0%,50%,Large,1,test
14776,150%,25%,Large,4,test
14777,0%,100%,Large,0,test
14778,200%,25%,Medium,5,test
14779,150%,25%,Large,2,test
14780,25%,0%,Large,4,test
14781,200%,50%,Medium,2,test
14782,150%,100%,Large,3,test
14783,100%,0%,Medium,0,test
14784,100%,25%,Medium,4,test
14785,50%,150%,Medium,3,test
14786,200%,25%,Large,5,test
14787,0%,0%,Large,2,test
14788,25%,200%,Medium,3,test
14789,150%,50%,Small,1,test
14790,150%,50%,Small,5,test
14791,200%,0%,Large,1,test
14792,150%,50%,Large,0,test
14793,150%,150%,Small,3,test
14794,100%,150%,Medium,3,test
14795,25%,100%,Large,2,test
14796,150%,200%,Medium,0,test
14797,50%,150%,Medium,5,test
14798,100%,150%,Small,2,test
14799,50%,50%,Small,2,test
14800,0%,200%,Small,1,test
14801,150%,150%,Large,0,test
14802,150%,0%,Small,2,test
14803,0%,50%,Medium,1,test
14804,0%,50%,Small,5,test
14805,150%,200%,Large,2,test
14806,0%,0%,Small,4,test
14807,25%,50%,Medium,2,test
14808,200%,50%,Large,0,test
14809,150%,100%,Small,3,test
14810,200%,200%,Medium,4,test
14811,0%,25%,Medium,5,test
14812,200%,100%,Medium,5,test
14813,200%,25%,Large,4,test
14814,0%,25%,Large,5,test
14815,100%,100%,Large,3,test
14816,200%,0%,Small,2,test
14817,100%,200%,Small,4,test
14818,25%,0%,Medium,0,test
14819,150%,50%,Small,3,test
14820,150%,25%,Medium,4,test
14821,150%,100%,Medium,4,test
14822,150%,100%,Large,0,test
14823,200%,100%,Medium,1,test
14824,50%,50%,Medium,4,test
14825,50%,150%,Small,0,test
14826,50%,150%,Small,4,test
14827,50%,100%,Medium,0,test
14828,25%,0%,Medium,5,test
14829,150%,200%,Small,2,test
14830,0%,25%,Medium,4,test
14831,25%,50%,Small,3,test
14832,100%,150%,Large,0,test
14833,100%,200%,Large,1,test
14834,100%,150%,Medium,3,test
14835,200%,25%,Small,0,test
14836,200%,25%,Medium,3,test
14837,100%,25%,Small,4,test
14838,0%,200%,Medium,2,test
14839,200%,0%,Small,3,test
14840,150%,25%,Small,3,test
14841,200%,100%,Large,1,test
14842,200%,200%,Medium,3,test
14843,100%,200%,Medium,1,test
14844,200%,200%,Small,5,test
14845,25%,50%,Large,3,test
14846,200%,0%,Small,2,test
14847,0%,50%,Large,0,test
14848,200%,150%,Medium,5,test
14849,25%,0%,Medium,3,test
14850,100%,200%,Large,0,test
14851,0%,150%,Medium,4,test
14852,200%,50%,Small,3,test
14853,25%,0%,Large,3,test
14854,0%,0%,Large,5,test
14855,200%,0%,Medium,5,test
14856,50%,0%,Small,5,test
14857,150%,200%,Large,5,test
14858,200%,200%,Small,0,test
14859,0%,25%,Medium,0,test
14860,150%,25%,Medium,0,test
14861,150%,50%,Large,3,test
14862,100%,100%,Medium,0,test
14863,50%,50%,Medium,4,test
14864,100%,200%,Medium,4,test
14865,150%,0%,Small,0,test
14866,150%,25%,Large,4,test
14867,0%,100%,Small,3,test
14868,200%,100%,Small,0,test
14869,25%,25%,Medium,4,test
14870,150%,100%,Small,1,test
14871,200%,200%,Large,0,test
14872,100%,25%,Large,5,test
14873,25%,50%,Medium,4,test
14874,200%,150%,Medium,2,test
14875,100%,25%,Small,3,test
14876,150%,200%,Medium,3,test
14877,150%,50%,Small,4,test
14878,100%,0%,Medium,3,test
14879,25%,25%,Medium,0,test
14880,150%,0%,Large,1,test
14881,150%,150%,Medium,2,test
14882,25%,0%,Small,3,test
14883,25%,150%,Medium,5,test
14884,200%,25%,Small,1,test
14885,200%,50%,Medium,2,test
14886,150%,200%,Large,0,test
14887,0%,0%,Large,0,test
14888,50%,200%,Medium,4,test
14889,200%,100%,Small,3,test
14890,50%,150%,Large,5,test
14891,150%,0%,Large,1,test
14892,0%,100%,Large,3,test
14893,0%,50%,Small,2,test
14894,50%,200%,Large,5,test
14895,150%,100%,Small,5,test
14896,25%,0%,Large,1,test
14897,100%,50%,Medium,0,test
14898,150%,150%,Large,3,test
14899,200%,100%,Small,3,test
14900,25%,25%,Large,3,test
14901,25%,100%,Medium,0,test
14902,25%,25%,Small,4,test
14903,150%,150%,Large,0,test
14904,0%,100%,Small,4,test
14905,25%,150%,Medium,2,test
14906,200%,25%,Large,0,test
14907,50%,0%,Large,3,test
14908,0%,25%,Large,2,test
14909,25%,50%,Medium,1,test
14910,150%,100%,Large,4,test
14911,100%,0%,Medium,5,test
14912,200%,150%,Medium,4,test
14913,100%,50%,Large,3,test
14914,0%,25%,Large,1,test
14915,200%,150%,Large,1,test
14916,25%,150%,Small,2,test
14917,50%,50%,Large,2,test
14918,100%,200%,Medium,2,test
14919,150%,100%,Small,1,test
14920,200%,100%,Small,2,test
14921,25%,150%,Large,3,test
14922,150%,25%,Medium,0,test
14923,200%,25%,Large,5,test
14924,150%,50%,Large,2,test
14925,0%,25%,Large,5,test
14926,200%,100%,Medium,2,test
14927,100%,0%,Small,0,test
14928,0%,150%,Small,4,test
14929,150%,25%,Large,1,test
14930,50%,50%,Large,3,test
14931,150%,0%,Large,1,test
14932,50%,200%,Large,2,test
14933,25%,50%,Small,1,test
14934,200%,100%,Small,0,test
14935,25%,100%,Large,0,test
14936,50%,150%,Small,2,test
14937,200%,25%,Large,0,test
14938,50%,150%,Small,3,test
14939,100%,25%,Medium,3,test
14940,200%,150%,Large,2,test
14941,0%,0%,Large,4,test
14942,100%,200%,Large,3,test
14943,150%,0%,Large,5,test
14944,200%,50%,Medium,3,test
14945,100%,100%,Large,1,test
14946,150%,100%,Large,5,test
14947,200%,50%,Medium,1,test
14948,25%,50%,Large,1,test
14949,200%,0%,Large,0,test
14950,150%,50%,Large,5,test
14951,200%,50%,Small,1,test
14952,150%,150%,Small,4,test
14953,150%,50%,Small,4,test
14954,150%,200%,Medium,1,test
14955,100%,0%,Large,2,test
14956,100%,100%,Large,4,test
14957,150%,200%,Medium,4,test
14958,200%,100%,Large,5,test
14959,0%,100%,Large,5,test
14960,200%,0%,Small,5,test
14961,150%,25%,Large,3,test
14962,200%,200%,Large,5,test
14963,200%,150%,Small,0,test
14964,100%,100%,Large,5,test
14965,25%,50%,Medium,0,test
14966,0%,200%,Small,1,test
14967,50%,200%,Large,5,test
14968,25%,50%,Large,1,test
14969,50%,50%,Small,1,test
14970,25%,150%,Large,3,test
14971,150%,100%,Small,3,test
14972,0%,0%,Medium,1,test
14973,50%,0%,Large,1,test
14974,200%,50%,Medium,4,test
14975,0%,150%,Medium,4,test
14976,100%,100%,Medium,1,test
14977,100%,25%,Small,3,test
14978,200%,50%,Small,1,test
14979,50%,50%,Medium,1,test
14980,0%,0%,Small,4,test
14981,150%,0%,Medium,3,test
14982,25%,150%,Medium,4,test
14983,150%,200%,Large,1,test
14984,0%,0%,Large,2,test
14985,0%,0%,Medium,1,test
14986,100%,150%,Large,1,test
14987,150%,50%,Large,4,test
14988,100%,150%,Medium,2,test
14989,150%,150%,Medium,0,test
14990,50%,0%,Large,4,test
14991,25%,0%,Large,5,test
14992,100%,150%,Small,0,test
14993,150%,25%,Small,5,test
14994,100%,200%,Small,4,test
14995,100%,100%,Small,0,test
14996,100%,25%,Small,1,test
14997,200%,50%,Small,3,test
14998,100%,50%,Medium,0,test
14999,25%,150%,Medium,4,test
15000,150%,200%,Large,2,test
15001,50%,25%,Medium,4,test
15002,100%,0%,Small,1,test
15003,50%,25%,Medium,0,test
15004,150%,25%,Medium,2,test
15005,100%,100%,Small,0,test
15006,150%,0%,Medium,5,test
15007,25%,25%,Medium,0,test
15008,0%,25%,Small,5,test
15009,50%,50%,Small,0,test
15010,100%,150%,Small,0,test
15011,0%,100%,Small,1,test
15012,0%,200%,Small,1,test
15013,100%,25%,Large,3,test
15014,200%,150%,Small,3,test
15015,100%,50%,Small,0,test
15016,0%,100%,Medium,1,test
15017,200%,100%,Large,3,test
15018,100%,150%,Medium,1,test
15019,100%,50%,Medium,5,test
15020,100%,200%,Medium,3,test
15021,50%,0%,Small,0,test
15022,50%,200%,Medium,3,test
15023,0%,25%,Large,1,test
15024,200%,25%,Medium,0,test
15025,100%,150%,Large,4,test
15026,150%,150%,Medium,4,test
15027,50%,25%,Large,1,test
15028,0%,200%,Medium,1,test
15029,0%,150%,Large,4,test
15030,150%,0%,Medium,2,test
15031,100%,150%,Small,3,test
15032,50%,25%,Medium,5,test
15033,50%,100%,Medium,0,test
15034,50%,150%,Small,2,test
15035,50%,100%,Small,3,test
15036,200%,50%,Large,4,test
15037,0%,150%,Small,2,test
15038,0%,100%,Medium,0,test
15039,200%,200%,Small,5,test
15040,150%,200%,Small,0,test
15041,0%,25%,Large,0,test
15042,25%,100%,Large,2,test
15043,25%,0%,Large,3,test
15044,150%,50%,Small,4,test
15045,150%,100%,Large,0,test
15046,100%,25%,Large,3,test
15047,25%,200%,Large,2,test
15048,200%,25%,Small,4,test
15049,150%,25%,Large,2,test
15050,150%,0%,Medium,4,test
15051,200%,25%,Large,4,test
15052,50%,100%,Large,4,test
15053,150%,150%,Small,2,test
15054,50%,200%,Medium,4,test
15055,25%,200%,Medium,2,test
15056,150%,150%,Medium,1,test
15057,200%,0%,Medium,2,test
15058,200%,150%,Large,2,test
15059,100%,50%,Medium,0,test
15060,200%,100%,Medium,3,test
15061,0%,0%,Small,5,test
15062,150%,25%,Large,1,test
15063,25%,0%,Medium,2,test
15064,200%,25%,Small,2,test
15065,150%,100%,Small,2,test
15066,100%,150%,Large,4,test
15067,200%,0%,Large,4,test
15068,0%,100%,Small,0,test
15069,25%,50%,Small,2,test
15070,100%,150%,Large,0,test
15071,200%,150%,Large,2,test
15072,50%,0%,Small,3,test
15073,100%,150%,Small,4,test
15074,150%,0%,Medium,1,test
15075,150%,100%,Medium,5,test
15076,200%,50%,Small,2,test
15077,100%,200%,Medium,4,test
15078,150%,150%,Large,2,test
15079,100%,50%,Small,1,test
15080,0%,25%,Small,0,test
15081,50%,25%,Large,1,test
15082,50%,100%,Medium,4,test
15083,0%,150%,Small,5,test
15084,0%,150%,Small,3,test
15085,50%,0%,Large,4,test
15086,200%,50%,Medium,1,test
15087,100%,100%,Small,2,test
15088,0%,25%,Medium,0,test
15089,0%,0%,Medium,4,test
15090,0%,25%,Large,0,test
15091,100%,50%,Large,5,test
15092,0%,150%,Small,1,test
15093,100%,100%,Small,3,test
15094,50%,50%,Medium,5,test
15095,100%,50%,Large,0,test
15096,200%,50%,Large,3,test
15097,150%,200%,Small,5,test
15098,25%,25%,Small,0,test
15099,0%,100%,Medium,4,test
15100,25%,25%,Large,4,test
15101,100%,0%,Large,2,test
15102,100%,25%,Small,2,test
15103,50%,50%,Medium,0,test
15104,0%,25%,Small,0,test
15105,100%,200%,Medium,4,test
15106,100%,150%,Large,4,test
15107,100%,0%,Medium,4,test
15108,25%,100%,Medium,4,test
15109,200%,100%,Large,1,test
15110,0%,150%,Large,2,test
15111,50%,100%,Medium,3,test
15112,100%,150%,Small,3,test
15113,150%,25%,Small,0,test
15114,150%,50%,Large,5,test
15115,200%,200%,Medium,3,test
15116,0%,100%,Large,4,test
15117,100%,25%,Small,1,test
15118,50%,0%,Small,1,test
15119,150%,25%,Medium,3,test
15120,200%,50%,Small,4,test
